source_aits_name,sentence,L1
55_Independent_Health_and_Aged_Care_Pricing_Authority,"The policy aligns with advice and guidance provided by the DTA for using AI services ethically and responsibly to ensure that it is appropriately governed, is safe and that risks are identified and addressed.",Compliance with AI regulations and policies
55_Independent_Health_and_Aged_Care_Pricing_Authority,All IHACPA staff will undertake the DTA’s AI fundamentals training modules.,Compliance with AI regulations and policies
55_Independent_Health_and_Aged_Care_Pricing_Authority,"Additional training will be provided to staff in consideration of their roles and responsibilities, such as those responsible for the procurement, development, training and deployment of AI systems.",Monitoring measures
55_Independent_Health_and_Aged_Care_Pricing_Authority,"IHACPA ensures AI usage complies with Australian legislation, such as data privacy and anti-discrimination laws through the implementation of its Policy for the responsible use of artificial intelligence (AI).",Compliance with AI regulations and policies
55_Independent_Health_and_Aged_Care_Pricing_Authority,The Policy aligns with the Australian Government's Policy for responsible use of AI in government.,Compliance with AI regulations and policies
55_Independent_Health_and_Aged_Care_Pricing_Authority,This transparency statement was last updated on 26 February 2025.,Update
55_Independent_Health_and_Aged_Care_Pricing_Authority,"This statement will be updated as and when IHACPA’s approach to AI changes or when developments materially affect the statement’s accuracy, and at least every twelve months.",Update
55_Independent_Health_and_Aged_Care_Pricing_Authority,"For inquiries about IHACPA's AI use, please email: SecurityIHACPA@ihacpa.gov.au.",Contact
56_Australian_Institute_of_Criminology,"The policy for the responsible use of AI in government provides mandatory requirements for departments and agencies relating to accountable officials, and transparency statements.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,It sets out the Australian Government approach to embrace the opportunities of AI and provide for safe and responsible use of AI.,General introduction
56_Australian_Institute_of_Criminology,"This page outlines the AIC’s commitment to these policy requirements and for the ethical use of AI in its criminological research, ensuring transparency, accountability, and inclusivity.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,"The AIC applies the definition of artificial intelligence provided by the Organisation for Economic Co-operation and Development (OECD): An AI system is a machine-based system that, for explicit or implicit objectives, infers, from the input it receives, how to generate outputs such as predictions, content, recommendations, or decisions that can influence physical or virtual environments.",Definition of AI
15_Clean_Energy_Regulator,Different AI systems vary in their levels of autonomy and adaptiveness after deployment.,AI usage patterns
56_Australian_Institute_of_Criminology,Agencies must designate accountability for implementing the policy for responsible use of AI in government to accountable official(s).,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,The responsibilities of the accountable officials are to: be accountable for implementation of the policy within their agencies.,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,notify the Digital Transformation Agency (DTA) where the agency has identified a new high-risk use case by emailing ai@dta.gov.au .,Contact
56_Australian_Institute_of_Criminology,This information will be used by the DTA to build visibility and inform the development of further risk mitigation approaches.,Monitoring measures
56_Australian_Institute_of_Criminology,be a contact point for whole-of-government AI coordination.,Contact
56_Australian_Institute_of_Criminology,engage in whole-of-government AI forums and processes.,AI usage patterns
56_Australian_Institute_of_Criminology,keep up-to-date with changing requirements as they evolve over time.,Update
56_Australian_Institute_of_Criminology,The accountable official for the AIC is the Deputy Director.,Contact
56_Australian_Institute_of_Criminology,The AIC has published a policy for use of generative AI in projects funded by the Criminology Research Grants program.,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,"This permits grantees to use AI for research purposes, while maintaining ethical standards, transparency and ensuring data protection.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,Use of AI in research by AIC staff is currently restricted and reviewed on a case-by-case basis.,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,"For example, supervised machine learning algorithms have been used in a small number of studies undertaken by the AIC to generate prediction models.",AI usage patterns
56_Australian_Institute_of_Criminology,"In using AI for research purposes, AIC staff are not permitted to export or upload data to any third-party AI application.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,"Prior to undertaking research that involves applying AI, AIC staff will seek approval from a human research ethics committee.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,AI is used to improve productivity of staff by: Generating abstracts from publicly available and open-source non-commercial publications for use by the library.,AI usage patterns
56_Australian_Institute_of_Criminology,Generating and debugging code used in data analysis.,AI usage patterns
56_Australian_Institute_of_Criminology,All AIC staff are required to complete the Australian Public Service Academy’s AI in Government Fundamentals course by 31 May 2025.,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,The AIC does not propose to use AI where the public may directly interact with or be significantly impacted by it.,Impact to the public
56_Australian_Institute_of_Criminology,The AIC will review on an ongoing basis the internal policies and governance approaches to AI to ensure they remain fit for purpose.,Monitoring measures
56_Australian_Institute_of_Criminology,"The AIC only uses AI services in accordance with applicable legislation, regulations, frameworks and policies.",Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,The AIC complies with all mandatory requirements of the policy.,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,The accountable official was appointed and notified to the DTA on 21 February 2025.,Compliance with AI regulations and policies
56_Australian_Institute_of_Criminology,The AI transparency statement was first published to this website on 28 February 2025.,Update
56_Australian_Institute_of_Criminology,"For questions about this statement or for further information on the AIC’s use of AI, please contact frontdesk@aic.gov.au.",Contact
57_National_Emergency_Management_Agency,"The National Emergency Management Agency (NEMA) will explore the use of Artificial Intelligence (AI) to help with preparedness, response, recovery, and risk reduction for all hazards, and to improve organisational efficiencies.",AI usage domains
57_National_Emergency_Management_Agency,In doing so we will keep humans at the centre of our decision making and:prioritise human rights.,Intention of AI
57_National_Emergency_Management_Agency,"protect personal information; and respect first nations’ data.As we deliver against our role in developing, leading, and coordinating the Australian Government’s emergency management activities, we may look to innovate with AI.",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,We will do this with a focus on managing the risks while increasing our organisational maturity and the potential AI we identify for use.,Monitoring measures
57_National_Emergency_Management_Agency,"We are committed to ensuring that AI enhances the effectiveness and quality of our services while maintaining the highest standards of ethics, safety and public trust.",Intention of AI
57_National_Emergency_Management_Agency,"NEMA’s policy on the use of AI is transparent, responsible and aligns with legislative and regulatory requirements including the Policy for the responsible use of AI in government, the Voluntary AI Safety Standard and the Australian Artificial Intelligence Ethics Principles.",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,NEMA’s AI potential use cases are led by our AI Accountable Official - the Chief Data Officer.,Contact
57_National_Emergency_Management_Agency,"This official ensures the safe, ethical, and responsible use of AI technologies at NEMA.",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,"They also make sure that AI use meets changing laws, ethical standards, and public expectations.",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,"To support these efforts, NEMA has an interim strategy to ensure that the use of AI is ethical, transparent and secure.",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,These elements include: Governance Committee: Delivered through our Data Governance Committee and chaired by the Chief Data Officer.,Monitoring measures
57_National_Emergency_Management_Agency,"This committee reviews the appropriate use, access, quality, security, and introduction of new data and AI practices are in line with agreed data ethics.Ethics Statement: Designing and implementing a NEMA specific ethics statement for the use of AI.",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,This sets appropriate expectations for the use of AI and is aligning to the whole of government AI principles.,Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,Human Oversight: Embed human mechanisms that are tasked to review AI outputs that contribute to decision making activities.,Monitoring measures
57_National_Emergency_Management_Agency,"Cybersecurity Standards: Managed by NEMA’s appointed Chief Information Security Officer, and overseen by NEMA’s appointed Chief Security Officer, we adhere to the Australian Government’s Protective Security Policy Framework (PSPF).",Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,As an interim measure NEMA has formally adopted the Department of Home Affairs’ position and guidance for the ethical and secure use of AI.,Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,This includes the Home Affairs Risk Management Plan for using AI (AI‑RMP).,Compliance with AI regulations and policies
57_National_Emergency_Management_Agency,As we explore our usage patterns this may require us to implement a NEMA‑specific AI Risk Management Plan which incorporates a range of AI risks and controls.,Monitoring measures
57_National_Emergency_Management_Agency,"As we continue exploring AI use cases, we will consider our potential domain application focus.",AI usage domains
57_National_Emergency_Management_Agency,We will manage a register of domain and usage patterns to track our implementation in line with our interim AI strategy.,Monitoring measures
57_National_Emergency_Management_Agency,"NEMA knows AI is growing at speed, however any potential AI implementation will be implemented at a pace which manages risks appropriately.",Monitoring measures
57_National_Emergency_Management_Agency,"This is especially true for compliance, auditing, or decision-making processes that require human oversight and decision making.",Monitoring measures
57_National_Emergency_Management_Agency,"AI can assist with different tasks in the agency, but humans will make all final decisions on actions.",AI usage patterns
57_National_Emergency_Management_Agency,Workplace productivity.Microsoft 365 CoPilot.,AI usage domains
57_National_Emergency_Management_Agency,"Automates routine tasks, manage workflows and facilitate communication.Virtual assistants, automated scheduling, document summary, content creation and basic secretariat support.",AI usage patterns
57_National_Emergency_Management_Agency,"Analytics for insights.Identify, produce or create insights with structured or unstructured materials via comprehensive data analysis, predictive modelling and/or reporting tools.",AI usage patterns
57_National_Emergency_Management_Agency,Change detection process across satellite imagery.,AI usage domains
57_National_Emergency_Management_Agency,Situational awareness.,EMPTY
57_National_Emergency_Management_Agency,"Collect, identify patterns and summarise open source data.Identify insights in open source data to build situational context.",AI usage patterns
57_National_Emergency_Management_Agency,NEMA safeguards against risks and ensures responsible AI usage by publishing ongoing AI transparency statements when changes occur to provide visibility on the usage and management of AI.,Update
57_National_Emergency_Management_Agency,"For enquiries regarding NEMA’s use of AI, please contact us at contact@nema.gov.au.",Contact
57_National_Emergency_Management_Agency,The AI Transparency Statement was last updated on 18 September 2025.,Update
11_Office_of_the_Inspector_General_of_Intelligence_and_Security,It will be reviewed and updated annually or when significant changes occur.,Update
58_Department_of_Industry_Science_and_Resources,"Our department is supporting Australia to become a leader in developing and adopting trusted, secure and responsible Artificial Intelligence (AI).",Intention of AI
58_Department_of_Industry_Science_and_Resources,"Our own adoption of AI adheres to the Voluntary AI Safety Standard, which consists of 10 voluntary guardrails.",Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,These guardrails include transparency and accountability requirements and explain what developers and deployers of AI systems must do to achieve them.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,The Digital Transformation Agency’s Policy for the responsible use of AI in government(external link) came into effect on 1 September 2024.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,It has a set of requirements for Australian Government agencies to engage with AI in a safe and responsible way.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,The policy has mandatory requirements about accountable officials(external link) and transparency statements(external link).,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,This statement details our implementation of the policy requirements.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,"In January 2024, we formed an AI Governance Committee (AIGC) to have central oversight for AI use in the department.",Monitoring measures
58_Department_of_Industry_Science_and_Resources,The committee’s members represent a range of perspectives from across the department and have involvement in developing AI policy or projects.,General introduction
58_Department_of_Industry_Science_and_Resources,"The AIGC ensures: we find ways to use AI to improve efficiency, capability and innovate.",Intention of AI
58_Department_of_Industry_Science_and_Resources,"appropriate governance of AI use and adherence with relevant legislation, policies and best practice.",Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,"opportunities involving the use of AI are considered, safe and responsible.",Intention of AI
58_Department_of_Industry_Science_and_Resources,we identify and address all potential AI related risks.,Monitoring measures
58_Department_of_Industry_Science_and_Resources,appropriate training and usage policies are available.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,Our Chief Information Officer is the accountable official responsible for carrying out the policy.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,The AIGC supports the accountable official.,AI usage domains
58_Department_of_Industry_Science_and_Resources,We use a small number of AI tools and functions to improve efficiencies and augment processes.,AI usage patterns
58_Department_of_Industry_Science_and_Resources,These help staff focus on more complex and meaningful work.,Impact to the public
58_Department_of_Industry_Science_and_Resources,"The AIGC maintains visibility of AI use and classifies AI use according to the following usage patterns and domains : Usage patterns : supporting human decision-making and administrative action, giving insights through analytics and improving workplace productivity so staff can focus on more complex work.",AI usage patterns
58_Department_of_Industry_Science_and_Resources,"Domains : service delivery, compliance and fraud detection, policy and legal, and corporate and enabling domains.",AI usage domains
58_Department_of_Industry_Science_and_Resources,We have a policy that guides all staff on: acceptable use of AI in our department.,Compliance with AI regulations and policies
41_Department_of_Health_Disability_and_Ageing,ethical considerations.,EMPTY
58_Department_of_Industry_Science_and_Resources,Freedom of Information considerations.,Compliance with AI regulations and policies
41_Department_of_Health_Disability_and_Ageing,record keeping.,Compliance with AI regulations and policies
46_National_Health_and_Medical_Research_Council_(NHMRC),privacy.,EMPTY
58_Department_of_Industry_Science_and_Resources,roles and responsibilities when using AI.,Compliance with AI regulations and policies
58_Department_of_Industry_Science_and_Resources,We do not use AI in any instance where the public directly interacts with or feels a significant impact from AI without a human agent.,Impact to the public
58_Department_of_Industry_Science_and_Resources,"Staff review all AI tool outputs and treat them as drafts or starting points for further research, not for decision-making.",Monitoring measures
58_Department_of_Industry_Science_and_Resources,We will continuously refine and enhance our AI capabilities.,Update
58_Department_of_Industry_Science_and_Resources,We do this by ensuring centralised oversight and evaluation of AI tools through the AIGC.,Monitoring measures
58_Department_of_Industry_Science_and_Resources,"This statement will evolve to align with technology changes, legislation, policy and governance best practices.",Update
58_Department_of_Industry_Science_and_Resources,"We will review at least every 12 months and update it if our AI approach changes, or if anything materially impacts its accuracy.",Update
59_Geoscience_Australia,"We are dedicated to the responsible, safe, and transparent use of Artificial Intelligence (AI).",Compliance with AI regulations and policies
59_Geoscience_Australia,The Geoscience Australia AI Transparency Statement strives to ensure continuous transparency in our use of AI as we explore opportunities and implement AI capabilities.,Intention of AI
59_Geoscience_Australia,This commitment aligns with the Digital Transformation Agency's (DTA) policy for the responsible use of AI in government.,Compliance with AI regulations and policies
59_Geoscience_Australia,Geoscience Australia has long been engaged in the exploration of innovative AI techniques to further support the delivery of scientific information.,General introduction
59_Geoscience_Australia,"Geoscience Australia has applied Machine Learning to process, analyse and synthesise scientific data, particularly in Satellite Imagery and Geological Information, for many years.",AI usage domains
59_Geoscience_Australia,"We are in the early stages of exploring broader artificial intelligence technologies to provide an enhanced level of efficiencies and capabilities, within our work practices and scientific disciplines, focussing on internal testing and exploration with no use cases being used on published products and services.",AI usage patterns
59_Geoscience_Australia,"Geoscience Australia is investigating and employing AI systems for Scientific, Corporate and Enabling domains, and as a subset within each, the Service Delivery domain.",AI usage domains
59_Geoscience_Australia,Scientific Research and Information.,AI usage domains
59_Geoscience_Australia,"Usage Patterns: Analytics for insights, Image processing.",AI usage patterns
59_Geoscience_Australia,"The investigation and application of AI involve multiple scientific disciplines, including Critical Minerals, Satellite Imagery, Uncover-ML, Passive Seismic, Marine, Earthquakes, etc.",AI usage domains
59_Geoscience_Australia,The investigation of Generative AI technologies also aims to enhance user experience and improve access to Geoscience Australia’s scientific resources.,Intention of AI
59_Geoscience_Australia,Examples of our utilisation of AI include tailored Machine Learning products made available to both internal and external stakeholders.,AI usage patterns
59_Geoscience_Australia,"Additionally, in support of Critical Minerals initiatives, current investigations are focused on building covariate libraries, large dataset analyses, and geochemical and geophysical modelling, all leveraging the High-Performance Computing capabilities at the National Computational Infrastructure (NCI).",AI usage patterns
59_Geoscience_Australia,Work Process Improvement AI.,AI usage domains
59_Geoscience_Australia,"Usage Patterns: Decision making and administrative action, Workplace productivity.",AI usage patterns
59_Geoscience_Australia,"We are enhancing workplace efficiency with the use of Generative AI (such as Microsoft CoPilot) by automating administration tasks, accessing information quickly through improved user experience, letting staff focus on core tasks.",Intention of AI
59_Geoscience_Australia,"We will utilise AI services in accordance with applicable legislation, regulations, frameworks and policies.",Compliance with AI regulations and policies
59_Geoscience_Australia,"In alignment with DTA’s policy for the responsible use of AI in government , we have two accountable officials under the policy.",Compliance with AI regulations and policies
59_Geoscience_Australia,These are the Chief Information Officer (CIO) and the Chief Scientist represented by those within each role .,Contact
59_Geoscience_Australia,Quality assurance promotes transparency and accountability in AI usage.,Monitoring measures
59_Geoscience_Australia,"Geoscience Australia highlights the importance of AI training, with a focus on accountability.",Compliance with AI regulations and policies
59_Geoscience_Australia,"As a government entity, it serves as an authoritative source when presenting critical information.",General introduction
59_Geoscience_Australia,"Officials are required to ensure rigorous quality assurance checks to maintain the integrity and reliability of all systems, including AI.",Monitoring measures
59_Geoscience_Australia,"Generative AI can be useful for research, summarising information, or creating content from known sources, but it should not generate messages or summarise unverified information without consent.",AI usage patterns
59_Geoscience_Australia,"AI-generated material must undergo thorough quality checks and should not be treated as the final source of truth; instead, it should be verified and cited by the original source.",Monitoring measures
59_Geoscience_Australia,"The use of AI within Geoscience Australia is monitored through an AI register and assessed (when applicable) through multiple processes with a focus on business cases, security and efficiency.",Monitoring measures
59_Geoscience_Australia,"The transparency statement will be reviewed at least every twelve months, or as our approach to AI changes.",Update
59_Geoscience_Australia,20 February 2025.,Update
59_Geoscience_Australia,"Transparency statement released For more information or enquires about Geoscience Australia’s adoption of AI, you can contact us.",Contact
5_Australian_Law_Reform_Commission,The policy for the responsible use of AI in government provides mandatory requirements for departments and agencies relating to accountable officials and transparency statements.,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,This page provides details of the Australian Law Reform Commission (ALRC)’s implementation of these policy requirements.,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,"The ALRC has an AI Accountable Official under the policy, the Director of Operations and Finance (Mandeep Bahia), reporting to the Executive Director of the ALRC (Ruth Barson).",Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,The AI Accountable Official has primary responsibility for the development and application of the AI policy across the following: Facilitating ALRC involvement in cross-government AI coordination and collaboration.,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,Developing ALRC’s AI policy and its associated implementation plan.,Compliance with AI regulations and policies
17_Great_Barrier_Reef_Marine_Park_Authority,Embedding a culture that fairly balances AI risk management and innovation.,Intention of AI
5_Australian_Law_Reform_Commission,Uplifting governance and education of AI adoption in the ALRC.,General introduction
5_Australian_Law_Reform_Commission,Enhancing the response and adaptation to AI policy changes in the ALRC.,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,Encouraging the development or alignment of an ALRC or Inquiry-specific AI policy.,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,Reviewing and monitoring ALRC’s AI policy implementation regularly and providing feedback to the ALRC’s President and Audit & Risk Committee.,Monitoring measures
5_Australian_Law_Reform_Commission,The ALRC has not yet used AI in any formal setting or supported any Law Reform activities to date.,AI usage patterns
5_Australian_Law_Reform_Commission,Our intention is to trial the adoption of AI in 2025 and beyond as part of the Australian Government’s commitment to digital innovation.,Intention of AI
5_Australian_Law_Reform_Commission,"The ALRC is committed to demonstrating, encouraging, and supporting the safe and responsible adoption of AI within the Australian Public Service, and in digital and ICT investments, systems, and digital services.",Intention of AI
33_Digital_Transformation_Agency,"As part of this commitment, we will implement AI fundamentals training for all staff, regardless of their role.",Monitoring measures
5_Australian_Law_Reform_Commission,"At this time, we are not using AI to support any of our Law Reform activities or engage with the public.",AI usage domains
5_Australian_Law_Reform_Commission,"From April 2025 we intend to trial AI to support Workplace Productivity and trial generative AI service, Microsoft 365 Copilot.",Intention of AI
5_Australian_Law_Reform_Commission,We understand that the Australian government trailed this software from 1 January 2024 to 30 June 2024 and a number of commonwealth agencies have adopted this software.,Update
5_Australian_Law_Reform_Commission,Copilot has yet to be formally announced internally or made available to staff officially.,Update
5_Australian_Law_Reform_Commission,"As a prerequisite to using Copilot, ALRC staff are required to complete internal training on the use of generative AI.",Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,We also intend to consider the use of AI tools to support Legal Research and will look to Pilot Lexis Nexis+ AI or similar such products which are used within the legal industry to support research.,AI usage domains
5_Australian_Law_Reform_Commission,"We have a policy and SharePoint page on the use of AI tools by staff, which staff are required to confirm and acknowledge they are familiar with before accessing any generative AI tools online.",Compliance with AI regulations and policies
33_Digital_Transformation_Agency,"This policy encourages and assists staff to: Not rely on the authenticity or veracity of content generated by AI, without external verification.",Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,"Prohibit the distribution of sensitive material (as outlined in Clause 9.2 in the Australian Government Protective Security Policy Framework – Release 2024 Guidelines ) to third parties, for example by copy-and-pasting sensitive content into AI software.",Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,"Sensitive materials contain information which, if disclosed without authorisation, could cause harm to an organisation, individual, or national security.",General introduction
5_Australian_Law_Reform_Commission,"These may include but is not limited to: legal analysis documents, confidential corporate information, personal staff information, stakeholder consultations, judicial reviews for ALRC papers, outcomes of Commissioner meetings, ALRC internal discussion papers.",AI usage domains
5_Australian_Law_Reform_Commission,The above is in line with the ALRC Privacy Policy .,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,The ALRC is participating in the Pilot Australian Government AI assurance framework.,Compliance with AI regulations and policies
33_Digital_Transformation_Agency,"Through our participation in this pilot, we are exploring the potential for AI to be used by our staff and by our ICT systems.",AI usage patterns
5_Australian_Law_Reform_Commission,"The ALRC will use AI in the domain of Corporate and Enabling, and usage pattern of Workplace Productivity.",AI usage domains
5_Australian_Law_Reform_Commission,"Within the ALRC, all AI use cases are recorded in an internal register to track their progress and status.",Monitoring measures
5_Australian_Law_Reform_Commission,"For new and emerging potential uses of AI, it is the responsibility of the AI Accountable Authority to: Ensure that any AI is implemented safely and responsibly.",Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,Monitor the effectiveness of the deployed AI system.,Monitoring measures
5_Australian_Law_Reform_Commission,Ensure legal and regulatory compliance of the ICT system.,Compliance with AI regulations and policies
5_Australian_Law_Reform_Commission,Identify potential negative impacts of the AI use case.,Impact to the public
5_Australian_Law_Reform_Commission,Implement measures to mitigate potential harms from AI.,Monitoring measures
5_Australian_Law_Reform_Commission,This transparency statement was last updated on 14 February 2025.,Update
33_Digital_Transformation_Agency,"It will be updated as our approach to AI changes, and at least every twelve months.",Update
5_Australian_Law_Reform_Commission,"For further information or enquiries about the ALRC’s adoption of artificial intelligence, you can contact us directly at info@alrc.gov.au .",Contact
60_IP_Australia,This artificial intelligence (AI) transparency statement provides the public with relevant information about IP Australia’s use of AI.,General introduction
60_IP_Australia,This statement is required under the Policy for the responsible use of AI in government (the Policy).,Compliance with AI regulations and policies
60_IP_Australia,IP Australia’s purpose is Enabling Australians to benefit from great ideas by providing a world- leading IP system.,General introduction
60_IP_Australia,We use AI where it can support the achievement of this purpose and our strategic objectives as outlined in our corporate plan.,Intention of AI
60_IP_Australia,"We are committed to continually improving our capabilities to meet current and future needs, and AI is becoming increasingly important to ensure we foster innovation and adaptiveness in our stewardship of the IP rights system.",Intention of AI
60_IP_Australia,We engage AI-assisted tools where they will support us to improve the efficiency and accessibility of the IP rights system and deliver innovative digital and data-driven customer services and staff experiences.,Intention of AI
60_IP_Australia,IP Australia’s Accountable Official for AI is the Deputy Director General.,Contact
60_IP_Australia,The Accountable Official is accountable for governance of AI and implementation of the policy within IP Australia.,Compliance with AI regulations and policies
60_IP_Australia,"To ensure appropriate monitoring and governance of AI, IP Australia is participating in the Australian Government Pilot AI Assurance Framework, applies Australia’s AI Ethics Principles and implements additional risk-scaled governance mechanisms.",Monitoring measures
60_IP_Australia,"Our approach to governance empowers our people to engage in low-risk AI use cases, and ensures that higher-risk applications are subject to rigorous controls and conditions to protect the public, our customers and our staff.",Monitoring measures
60_IP_Australia,"Under our IP rights legislation, the Commissioner and/or Registrar is required to authorise the use of any computerised (automated) decision-making system (which may or may not include AI) to make a decision, exercise any power or comply with any obligation, or do anything else related to the aforementioned exercises.",Compliance with AI regulations and policies
60_IP_Australia,"To ensure compliance with this requirement, use cases affecting IP rights decisions require additional review and approval by the relevant Registrar/Commissioner as per the agency Automated Decision-Making Governance Policy, which also governs broader applications of automated decision making across our business.",Compliance with AI regulations and policies
60_IP_Australia,IP Australia currently uses AI in the following domains and usage patterns.,AI usage domains
60_IP_Australia,More information about AI usage patterns and domains is available on the DTA website.,Contact
60_IP_Australia,Domains: Service delivery: Enhances efficiency or accuracy of services.,AI usage domains
60_IP_Australia,"For example, an AI assisted tool that improves the accessibility of the Trade mark system for small and medium enterprises: TM Checker.",AI usage domains
60_IP_Australia,"TM checker is an AI-assisted tool that the public can interact with directly, or be impacted by, without a human intermediary or intervention.",Impact to the public
60_IP_Australia,"Corporate and enabling: Automates processes, optimises resources and improves efficiency.",AI usage patterns
60_IP_Australia,Compliance and fraud detection: Identifies patterns or anomalies in data to detect fraudulent activities and ensure compliance with laws and regulations.,AI usage domains
60_IP_Australia,Policy and legal: Analyses policies and legal documents to provide advice and assurance.,AI usage domains
60_IP_Australia,"Usage patterns:Decision making and administrative action: Supports decision making or the taking of administrative action by guiding, assessing or making a recommendation to a human decision maker.",AI usage patterns
60_IP_Australia,"Analytics for insights: Identifies, produces or understands insights within structured or unstructured materials via comprehensive data analysis, predictive modelling and/or reporting tools.",AI usage patterns
60_IP_Australia,"Workplace productivity: Automates routine tasks, manages workflows, and facilitates communication.",AI usage domains
60_IP_Australia,Image processing: Processes images to identify patterns and objects.,AI usage domains
60_IP_Australia,IP Australia complies with all mandatory requirements of the Policy.,Compliance with AI regulations and policies
60_IP_Australia,"This includes listing our accountable officer for AI (the Deputy Director General), ensuring this transparency statement is available on our website, and reviewing this statement annually or sooner, as outlined below.",Monitoring measures
60_IP_Australia,IP Australia has also implemented or is working towards all discretionary recommendations.,Compliance with AI regulations and policies
60_IP_Australia,"This statement will be updated at least once a year, or sooner if we make any significant change to our approach to AI, or if any new factor materially impacts the existing statement’s accuracy.",Update
60_IP_Australia,"For any enquires regarding IP Australia’s use of AI, please contact MDB-Enterprise-Risk@ipaustralia.gov.au.",Contact
60_IP_Australia,27 February 2025.,Update
61_Net_Zero_Economy_Authority,"Published: November 19, 2025 The Net Zero Economy Authority (the Authority) recognises the potential of Artificial Intelligence (AI) to enhance efficiency, improve decision-making, and service delivery.",General introduction
61_Net_Zero_Economy_Authority,"As the Authority is currently operating on the Department of the Prime Minister and Cabinet’s (PM&C) ICT systems and policies, our use of, and approach to AI aligns with PM&C’s AI Transparency Statement , which has been adapted below.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"Accountability and Oversight: the Authority's AI systems are subject to PM&C’s robust governance frameworks, ensuring alignment with legal, ethical, and policy obligations.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"Explainability and Fairness: we use AI models that are interpretable, fair, and free from bias, with clear explanations available for decisions made using AI.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"Privacy and Security: protecting personal data is paramount, AI applications comply with strict privacy and cybersecurity standards to safeguard sensitive information.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"Human Oversight and Decision-Making: AI assists, not replaces, human judgment.",Monitoring measures
61_Net_Zero_Economy_Authority,"Critical decisions remain under human supervision, with mechanisms in place for review.",Monitoring measures
61_Net_Zero_Economy_Authority,"Continuous Monitoring and Improvement: AI systems are assessed for performance, fairness and transparency.",Monitoring measures
61_Net_Zero_Economy_Authority,"The Authority adheres to Australia’s AI Ethics Principles , demonstrating our commitment to protecting privacy and security and to the Digital Information Agency’s Policy for the responsible use of AI in government.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"AI is used in a manner consistent with the APS Values, Code of Conduct and Employment Principles.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"In addition to Australia’s AI Ethics Principles, the Authority has adopted the following 6 AI principles: Only AI tools that are authorised for access and use within PM&C’s ICT systems are to be deployed.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,Users must critically examine AI outputs and ensure they can justify their decisions.,Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,"AI input must not include or reveal classified, sensitive, or personal information.",Compliance with AI regulations and policies
61_Net_Zero_Economy_Authority,AI must not be the final decision-maker on government advice and services.,Compliance with AI regulations and policies
